protein_id,protein_name,source,nsnp_exp,nsnp_used,ivw_b,ivw_se,ivw_pval,wm_b,wm_se,wm_pval,egg_b,egg_se,egg_pval,het_q,het_q_df,het_q_pval,egg_int,egg_int_se,egg_int_pval,bonf_thresh,bonf_sig,fdr_q,or,or_lci95,or_uci95,z
prot-a-984,Endoplasmic reticulum resident protein 29,prot-a,22,20,-0.0152750817491549,0.0179266079614336,0.394164192203448,-0.036563880744493,0.0261219306309038,0.161591539967576,-0.0542679597380267,0.0529806695070328,0.320050381842851,17.4621699818931,17,0.423503452580715,0.0068797508487318,0.00878385116708438,0.444268952158466,1.15048320294524e-05,FALSE,0.981542801762099,0.984840990555881,0.950838327656012,1.02005961315221,-0.852089909146054
prot-c-4498_62_2,"",prot-c,5,5,0.0221718726767314,0.0260250393334714,0.394245247379123,0.0372838161817942,0.0310656133066539,0.230075835507895,0.00574534437519332,0.110977491250331,0.961965989534809,5.61648376781287,3,0.131835239177558,0.00369679149823007,0.0240498315199952,0.887593299429296,1.15048320294524e-05,FALSE,0.981542801762099,1.02241949534546,0.97157461964953,1.07592520772059,0.851943868081522
prot-c-4188_1_2,"",prot-c,5,5,0.0176926008681994,0.0207787065121218,0.394504162310234,0.0235660444033732,0.0268162433363341,0.379511146753494,-0.19365252538881,0.135330845427579,0.247826467511809,0.359153454874888,3,0.948544949025689,0.0518644355604947,0.0328166132342589,0.212140029747228,1.15048320294524e-05,FALSE,0.981542801762099,1.01785004207515,0.977229585864828,1.0601589668773,0.851477490087169
prot-c-3010_53_2,"",prot-c,4,4,0.0191982003402925,0.0225476370119571,0.394519062306465,0.0104269244270229,0.0275581455462169,0.70516251899087,-0.0491072028191983,0.111466606047556,0.702577853980664,0.478470255319391,2,0.787229761118603,0.0179669798515777,0.0287139348029708,0.595382670827446,1.15048320294524e-05,FALSE,0.981542801762099,1.01938367078675,0.975314624539085,1.0654439522608,0.851450656674649
prot-a-1511,Interleukin-22 receptor subunit alpha-2,prot-a,31,27,-0.0142364352624135,0.0167420191751253,0.395135198202923,-0.0123545119683642,0.0223644589187891,0.580662543093908,-0.0791977400565018,0.0381574655916658,0.0483749719185125,29.278061189836,25,0.252459774375073,0.0123340531838447,0.00657836740974076,0.0725296411471387,1.15048320294524e-05,FALSE,0.981542801762099,0.985864423591278,0.954038938007151,1.01875156556312,-0.850341593418167
prot-a-1958,Metallothionein-1F,prot-a,39,38,0.0104454468099962,0.0122852337252188,0.395189418960708,0.00176726322524591,0.0172503279880822,0.91840101087651,0.0216674056446106,0.026350402642968,0.41633087711113,46.0025629044507,36,0.122718544250198,-0.00269895078367387,0.00559000964525261,0.632148993776008,1.15048320294524e-05,FALSE,0.981542801762099,1.01050019093243,0.986458905463915,1.03512739377042,0.850244044486844
prot-c-3022_4_2,"",prot-c,4,4,0.0192209565694767,0.0226117992167176,0.39530228815706,0.0191159985680782,0.0260556801776228,0.463156257887642,0.0805716491705074,0.0978222714148594,0.496723804481515,0.0771128678388421,2,0.962177403765551,-0.0168695398310945,0.0261696314563063,0.58523829769543,1.15048320294524e-05,FALSE,0.981542801762099,1.01940686837914,0.975214170655931,1.06560219751483,0.850041006699992
prot-a-897,Ephrin-A2,prot-a,20,18,0.0170187399945167,0.020021796546521,0.395319173584466,0.00682585713597852,0.0271930863555996,0.801802950928321,0.0417643329372487,0.0572593774951414,0.476999998016003,11.6747212184072,15,0.703464503215893,-0.00407130236542672,0.00882598283828356,0.651211590065941,1.15048320294524e-05,FALSE,0.981542801762099,1.01716438380161,0.978021152129756,1.05787424067618,0.850010634908477
prot-c-5017_19_1,"",prot-c,5,5,-0.0177655098446902,0.0209037730393666,0.395396827622219,-0.0180681711354318,0.0261809836038216,0.490115106651815,-0.184190171034226,0.143675340890296,0.289939281044538,2.21322334198049,3,0.529348483887477,0.0418353441944176,0.0357323785172451,0.326218790183499,1.15048320294524e-05,FALSE,0.981542801762099,0.982391366455801,0.942954823222249,1.02347723678744,-0.849870968807096
prot-a-1629,Uncharacterized family 31 glucosidase KIAA1161,prot-a,18,15,0.0189046215168287,0.0222518277831756,0.395560793017989,0.0185037401915209,0.0320572724656078,0.563798404236049,0.00983795256522857,0.0573817524653275,0.866511938455987,14.0314373620473,13,0.371633727327267,0.00177697856561681,0.0102977011893462,0.865654313536693,1.15048320294524e-05,FALSE,0.981542801762099,1.01908444525332,0.975593806620302,1.06451383712141,0.849576120264704
prot-a-2509,Calcipressin-1,prot-a,31,31,-0.015446578381011,0.0181819842984756,0.395573068467565,0.00377513737908363,0.0233548679450166,0.871587450040099,0.00822365835507185,0.0402910659504074,0.839746762455536,44.430805716489,28,0.0251732755707742,-0.00494882284580498,0.00749820987244798,0.51464641164771,1.15048320294524e-05,FALSE,0.981542801762099,0.984672108124885,0.950199546396761,1.02039530980185,-0.849554049076263
prot-a-427,B-cell receptor CD22,prot-a,25,24,0.0139600229520435,0.0164414529470117,0.395839685954426,0.0140558035573844,0.0241903738649323,0.561207122720574,0.0261886985619423,0.0380498158627291,0.49847420567132,27.4725091462885,22,0.193827233373211,-0.00242587091916242,0.00677625217257867,0.72375833666896,1.15048320294524e-05,FALSE,0.981542801762099,1.0140579190861,0.981900573412872,1.04726842116717,0.849074774415289
prot-a-2739,Ski-like protein,prot-a,26,25,0.0134413641647614,0.0158460466780215,0.396300335580463,0.016507105883887,0.0190638127532451,0.386552183175061,0.0773513810076855,0.0323068796384973,0.0251962729765929,29.0044981126216,23,0.180160758761501,-0.0180859634094117,0.00814302588949028,0.0364755701465364,1.15048320294524e-05,FALSE,0.981542801762099,1.01353210540629,0.982537382787219,1.04550457487455,0.848247164600658
prot-c-2728_62_2,"",prot-c,7,7,-0.019483428923563,0.0229716927311776,0.396354736196071,0.0109598991258763,0.0243778418090838,0.653010087042373,0.041239873999106,0.170072716399732,0.818037866597933,10.6575928053799,5,0.058607826909025,-0.0153856402251663,0.0426296209452401,0.732911065933525,1.15048320294524e-05,FALSE,0.981542801762099,0.980705146393959,0.937528663995285,1.02587005720439,-0.848149466021705
prot-a-1296,Glycophorin-A,prot-a,19,19,0.0181630153104044,0.0214162987531714,0.396386121160469,0.0284281254648647,0.0266647874518051,0.286364954144615,0.0380367999050037,0.0604507464835027,0.537569812391285,23.9716970568697,17,0.12020602413714,-0.00473143847564994,0.0134088626452071,0.728531303985504,1.15048320294524e-05,FALSE,0.981542801762099,1.01832896607249,0.976468360369321,1.06198411052465,0.848093105150339
prot-a-2514,Regenerating islet-derived protein 3-alpha,prot-a,25,21,0.0185589318732765,0.0218927945497929,0.396594635803497,0.0079891797602634,0.0276784237644991,0.772854683190672,0.0118584776152873,0.0526412978097918,0.824174855483076,31.3959021169706,19,0.0365106337961621,0.00137094949682054,0.00974212297803223,0.889569291824844,1.15048320294524e-05,FALSE,0.981542801762099,1.01873221919864,0.975943146849679,1.06339732778844,0.847718724581556
prot-a-902,Ephrin-B1,prot-a,20,18,-0.0175070904637681,0.0206526394644308,0.396609166497054,-0.0107243773335862,0.0289967097475323,0.711495691047402,0.0092993532336938,0.0474592609872467,0.847121023982136,19.1801636885369,16,0.259431265657166,-0.00543305240298424,0.008623103390886,0.537551759172379,1.15048320294524e-05,FALSE,0.981542801762099,0.982645268229701,0.943662909676972,1.02323797329785,-0.84769263967058
prot-a-925,Eukaryotic translation initiation factor 4 gamma 3,prot-a,22,21,0.0177422490799676,0.0209390261875219,0.396811634761069,0.012421874163586,0.0273380829708055,0.64955544952539,0.0489529778884877,0.0514035378092151,0.352890132072781,23.2410880789961,19,0.226889773255451,-0.00597583245199895,0.00896294949750901,0.512962897847741,1.15048320294524e-05,FALSE,0.981542801762099,1.01790057776408,0.976971066272311,1.06054480217703,0.847329236855373
prot-a-2298,Inactive phospholipase D5,prot-a,21,19,-0.0150831474518736,0.0178210004033852,0.397346764976506,-0.0191760294018188,0.0247947404362501,0.43929100752687,-0.0598653286630304,0.041417293296678,0.166522913048709,16.9312827790728,17,0.459031090838471,0.0095214764135227,0.00796684742192601,0.248440457466859,1.15048320294524e-05,FALSE,0.981542801762099,0.985030033460665,0.951217716610328,1.02004425472345,-0.846369289628012
prot-a-1691,Ladinin-1,prot-a,28,25,0.0139584383862053,0.016492731201937,0.397363767030114,0.0194417253498253,0.0243771491587993,0.425138105266455,0.0184430702754036,0.0387254134354974,0.638387645073171,21.5814984561894,23,0.545621391284568,-0.0010288968065295,0.00803862656373065,0.899266196917987,1.15048320294524e-05,FALSE,0.981542801762099,1.01405631224584,0.981800336353539,1.04737202293578,0.846338803155051
prot-a-2528,E3 ubiquitin-protein ligase rififylin,prot-a,19,16,0.0220633320504483,0.0260936508481864,0.39780713124132,0.0343684598600757,0.0289551506661932,0.235245384609912,0.0727203143027093,0.0645010920465082,0.278514342038674,23.7570224414766,14,0.0490136183382931,-0.0115112062848113,0.0133810453991693,0.404136293520918,1.15048320294524e-05,FALSE,0.981542801762099,1.02230852731549,0.971338537054923,1.07595311536876,0.84554408192297
prot-c-5070_76_3,"",prot-c,4,4,-0.0203123512287669,0.0240521867297072,0.398383571707692,-0.0331859592501011,0.0287063317667953,0.247660643076202,-0.00109353633000297,0.0978102006870524,0.992094661018852,2.96458765198956,2,0.227116125552686,-0.00545257203079066,0.0264886757646333,0.855963120063949,1.15048320294524e-05,FALSE,0.981542801762099,0.979892554857438,0.934770123426667,1.02719309806906,-0.844511622042201
prot-a-456,CD63 antigen,prot-a,35,33,0.0108380141657235,0.0128397465682826,0.398614220199432,0.0133353225443612,0.0186614184056391,0.474860452775608,0.0400213240036845,0.036434467811461,0.28046790423737,27.8371096443236,31,0.629561437304895,-0.00573450697749025,0.00670006196398778,0.398626796191411,1.15048320294524e-05,FALSE,0.981542801762099,1.01089695819419,0.985774266621069,1.0366599075355,0.844098760679293
prot-c-4593_11_1,"",prot-c,4,4,0.0183053925581536,0.0217281592667823,0.399523116945537,0.0200298155892462,0.0261984522134753,0.444544351035038,0.106370376903933,0.0714576254004505,0.275015830333107,0.470474101131373,2,0.790383466572123,-0.0293691816411591,0.0227023238575917,0.325040743528257,1.15048320294524e-05,FALSE,0.981542801762099,1.01847396326989,0.976010631591066,1.0627847487355,0.842473231781701
prot-c-2681_23_2,"",prot-c,4,4,-0.0177222538372469,0.0210511129578066,0.399861964309969,-0.00772252802682774,0.0252218960010962,0.75946494569655,-0.0356928777476716,0.0967666380076505,0.747622995130651,2.27946930634134,2,0.319903896039757,0.00657154696723625,0.0344183219164589,0.866204802107308,1.15048320294524e-05,FALSE,0.981542801762099,0.982433861703142,0.942723327725813,1.02381713089597,-0.84186778498449
prot-a-2418,26S proteasome non-ATPase regulatory subunit 5,prot-a,32,28,0.0173722066235656,0.0206397683674898,0.399963667672725,0.0417708069819816,0.0231590793383448,0.0712866426734243,-0.036469491702841,0.0511983919181982,0.482612185846746,56.6670455970253,26,0.000462610776477665,0.0108859568060389,0.00948378375669672,0.261482954719954,1.15048320294524e-05,FALSE,0.981542801762099,1.0175239810166,0.977182606211583,1.05953078305172,0.841686123325346
prot-a-2399,PH and SEC7 domain-containing protein 2,prot-a,28,26,0.0101444356130746,0.0120578726033637,0.400173044490742,0.0290033781524089,0.0176984164994529,0.101264181192905,0.0640245575899906,0.0256171661643953,0.0196855514601205,17.3859786416218,24,0.831739912131371,-0.0169683940155784,0.00711799298380049,0.0253894377277804,1.15048320294524e-05,FALSE,0.981542801762099,1.01019606483545,0.986601574114631,1.03435481574699,0.841312223703925
prot-a-3041,Tumor necrosis factor receptor superfamily member 13B,prot-a,22,21,0.0179756960421118,0.0213664630070895,0.400177512777269,0.0259053480107712,0.0245453630521163,0.291239222277534,-0.0428351312362748,0.0465979387931071,0.37012029695534,24.9422554326988,18,0.126515075876068,0.0152460620025771,0.0104591436171809,0.162155971239901,1.15048320294524e-05,FALSE,0.981542801762099,1.0181382313004,0.976380832491015,1.06168149101292,0.841304245637071
prot-a-2190,"Pyruvate carboxylase, mitochondrial",prot-a,23,21,0.0146454309874276,0.0174107570693931,0.400251917376568,-0.00332826147717367,0.0242423701766378,0.890800711221716,0.0540158124048243,0.0416247682961763,0.210780384380823,16.3326129295201,18,0.569346430786426,-0.00866983487027829,0.00832590189983245,0.311517553622565,1.15048320294524e-05,FALSE,0.981542801762099,1.0147532007808,0.980708849597503,1.04997936841041,0.84117140507194
prot-a-1549,Inosine-5'-monophosphate dehydrogenase 1,prot-a,26,27,-0.0159812007018314,0.0190242708722479,0.400884421045911,0.00736445224249796,0.0231136330065604,0.75001512864679,0.061646364879656,0.0422495706214386,0.158668965534422,27.5251330983519,22,0.191956816688508,-0.0152583098292959,0.00752642620849811,0.05491727284167,1.15048320294524e-05,FALSE,0.981542801762099,0.984145821132114,0.948125149109642,1.0215349715819,-0.840042743774445
prot-a-223,Transcription regulator protein BACH2,prot-a,23,21,-0.0165664789564558,0.0197299650279766,0.401098577902919,0.0221728044417297,0.0287915358314119,0.441231455906867,0.0355609503879511,0.0503599680128053,0.489669179217925,17.5960912499647,17,0.41473960612582,-0.00910495735937982,0.00810359940179757,0.276812415184483,1.15048320294524e-05,FALSE,0.981542801762099,0.983569990510634,0.946260658448934,1.02235036149429,-0.83966083735906
prot-c-2954_56_2,"",prot-c,12,12,0.00923251123598837,0.0109997085217494,0.401277732750998,0.0074455293424976,0.0153272378444491,0.627129459592357,0.0333427169071728,0.0232748199153429,0.182492276976144,8.861922105723,10,0.545256000370222,-0.00902783733457911,0.00768035466188966,0.267043833286365,1.15048320294524e-05,FALSE,0.981542801762099,1.00927526233323,0.987748747755046,1.0312709152737,0.839341444160376
prot-a-968,Erythropoietin receptor,prot-a,26,25,-0.0131029232407271,0.0156378492388913,0.402087969172768,0.00533275599892753,0.0228765650106011,0.815675992316498,0.0333093515506119,0.0297381536672687,0.274236722961706,21.3620195470351,23,0.558989778493878,-0.0110818988647024,0.00607191445257744,0.0810003645255769,1.15048320294524e-05,FALSE,0.981542801762099,0.986982546350248,0.957190251158094,1.01770211890627,-0.837898040872538
prot-a-2582,Tyrosine-protein kinase transmembrane receptor ROR2,prot-a,28,28,-0.0182096418024474,0.0217398972743006,0.402247540706793,-0.0056137108712317,0.0241691793350487,0.816330381681934,0.0649523857128458,0.0566817802187773,0.262681982548926,51.0815909852873,25,0.00156422298945507,-0.0168949270973443,0.0106845504281118,0.12639171860911,1.15048320294524e-05,FALSE,0.981542801762099,0.98195515193051,0.94099275332732,1.02470068658166,-0.837613976399675
prot-a-2746,Urea transporter 1,prot-a,20,19,-0.0156065297275913,0.0186323475475311,0.40225311867248,-0.0463066130567755,0.0270075698795986,0.0864224355234252,-0.076752261644576,0.0365668132188732,0.051062570643947,15.6400501496687,17,0.549479957157,0.0151339785397761,0.00788074240930242,0.0717477557180125,1.15048320294524e-05,FALSE,0.981542801762099,0.984514621090717,0.949209324511787,1.02113307793297,-0.837604047894614
prot-a-667,Cytokine receptor-like factor 2,prot-a,24,24,-0.016416876561372,0.0196022392950614,0.402311543935319,0.00293464661821874,0.0259927949013917,0.910108003997589,-0.0978024124208854,0.0434621140887789,0.0347621626730966,24.4512464546693,22,0.324028327232413,0.0171685995252955,0.00831193802740837,0.0508502416856137,1.15048320294524e-05,FALSE,0.981542801762099,0.983717145944075,0.946639186198688,1.02224737506403,-0.837500058756451
prot-c-5256_86_3,"",prot-c,8,8,-0.0121525529284909,0.01451234199973,0.402370950915785,-0.00753187980457093,0.0185647783373488,0.684957135182916,-0.0687374112228956,0.0666768635254107,0.342338381936903,2.72089190794679,6,0.842973457448493,0.0147020692577116,0.0169088858229475,0.4180008697469,1.15048320294524e-05,FALSE,0.981542801762099,0.987920991125388,0.960216265577536,1.01642506974108,-0.8373943315777
prot-a-2332,Periostin,prot-a,21,21,-0.0155977013913673,0.0186603038130314,0.403224626742704,-0.0105141415225424,0.0261605468140891,0.687751496521278,-0.0485526661299367,0.0496465086427428,0.340379276587314,22.4673559996097,19,0.261617586359027,0.00654676569429033,0.00912079927349913,0.481623422691266,1.15048320294524e-05,FALSE,0.981542801762099,0.984523312755176,0.949165694211746,1.02119804715803,-0.835876068666934
prot-a-2441,Tyrosine-protein phosphatase non-receptor type 7,prot-a,18,16,0.0158915284503102,0.0190126329058362,0.403244643247399,0.00644313480679043,0.022670033177886,0.776246590138842,0.0279717930303999,0.0361978474850493,0.452521402914915,21.164735436214,14,0.0974848799473967,-0.00323895460616457,0.0081646208755875,0.69756544931566,1.15048320294524e-05,FALSE,0.981542801762099,1.01601847033061,0.978853556867858,1.0545944536955,0.835840492425015
prot-a-1160,Protein G6b,prot-a,25,21,-0.0151510832967324,0.0181397034786458,0.403580191419984,-0.0335418358724441,0.0241574579894265,0.16499485334862,0.0160408755125387,0.0356871553415433,0.658446599950026,22.110144723465,18,0.227131761813586,-0.00747130545005562,0.00736338887864748,0.32371543163641,1.15048320294524e-05,FALSE,0.981542801762099,0.984963116886173,0.950559137138893,1.02061229409272,-0.835244264856278
prot-c-4450_26_2,"",prot-c,6,6,0.0168372395540758,0.0201692542767788,0.403831831234712,0.0248321127243907,0.0284488339164952,0.382734340964464,-0.0789209661733832,0.0865831453948039,0.413593095273269,3.3428679366511,4,0.502168994609438,0.0237116229087521,0.020849880291743,0.318934354481184,1.15048320294524e-05,FALSE,0.981542801762099,1.01697978477086,0.97756108421609,1.05798798594969,0.834797326813455
prot-a-881,Dynein light chain Tctex-type 3,prot-a,25,24,0.0146059318068013,0.0175084127737341,0.404154973015554,0.00726456235682059,0.025158695966306,0.772773034885102,0.00296370003912857,0.0345159854197939,0.932350749203455,26.8726123545877,22,0.216104804711601,0.00269996995852654,0.00685266917752607,0.69737209738347,1.15048320294524e-05,FALSE,0.981542801762099,1.01471311965242,0.980482425789256,1.0501388786912,0.834223638405016
prot-a-1802,Leukocyte-specific transcript 1 protein,prot-a,26,25,0.0133134904273026,0.015959303219176,0.404159829637207,0.027883417135483,0.0231099922734707,0.227604559334705,-0.00160121288833421,0.0420773456975988,0.969987804669226,23.5824638012357,22,0.369489889762999,0.00275151424664207,0.00715929010346245,0.704425297396723,1.15048320294524e-05,FALSE,0.981542801762099,1.01340250955406,0.982193695764336,1.04560297098148,0.834215018316445
prot-a-2943,Transcriptional enhancer factor TEF-3,prot-a,19,18,-0.0153074853593132,0.0183559364325443,0.404322908600573,-0.0242618793884988,0.025371710792669,0.338942342132752,-0.0705837502552276,0.0404197071669708,0.09993096933787,17.3339278130804,16,0.364313411171981,0.0133682207123686,0.00878985176663364,0.147807758443086,1.15048320294524e-05,FALSE,0.981542801762099,0.984809078669388,0.950007764971162,1.02088525714218,-0.83392560306396
prot-a-1282,GSK3-beta interaction protein,prot-a,18,17,0.0149073279486876,0.0178831061480609,0.404507350353082,0.00332513691606042,0.026817074417736,0.901320598768586,0.0255601460113604,0.0393240645703888,0.52553060101969,15.9932219486512,15,0.382502279999038,-0.00285218549429627,0.00930326342415394,0.763378355738205,1.15048320294524e-05,FALSE,0.981542801762099,1.01501899636452,0.980057965985934,1.05122717098106,0.833598359550308
prot-a-2717,SHC-transforming protein 1,prot-a,33,31,0.0108652485625705,0.0130428696084106,0.404821458554093,0.00256122332056455,0.0178889887829401,0.886153414832513,0.00385570362602154,0.0239755622130435,0.873433933944842,35.1009551646343,27,0.136326986585243,0.00199955739755516,0.0056996125296068,0.728443434186386,1.15048320294524e-05,FALSE,0.981542801762099,1.01092448973802,0.985408723787141,1.03710095037969,0.833041262297381
prot-a-2450,6-pyruvoyl tetrahydrobiopterin synthase,prot-a,22,19,0.0150729883264809,0.0181037584754535,0.405076622188485,0.0198951341353218,0.0264085751486343,0.451234295995339,0.0218741764532514,0.0407349110160877,0.598664369556092,16.5342971897944,16,0.416332708241047,-0.00184719143765248,0.00987005832987046,0.853894843907939,1.15048320294524e-05,FALSE,0.981542801762099,1.01518715872346,0.97979650358235,1.05185613897264,0.832588898427811
prot-c-2946_52_2,"",prot-c,4,4,-0.0216781902521706,0.0260401064168731,0.405131075655869,-0.0131023818685756,0.0299172878231895,0.661419968736662,0.00931593083064828,0.0717309195669317,0.908550524480783,0.934158689744227,2,0.626830352665016,-0.00822154573028616,0.0177293854225581,0.688420416574502,1.15048320294524e-05,FALSE,0.981542801762099,0.978555092954022,0.929864131351056,1.02979568483295,-0.832492383292406
prot-a-1997,"N-acetylglutamate synthase, mitochondrial",prot-a,22,21,-0.012914759057864,0.0155220133470718,0.405392800572302,-0.0334612950557411,0.0224510465587732,0.136116104788037,-0.0378672018220611,0.0343904182942355,0.284608632107246,16.6932025046539,19,0.610643940597071,0.00629184417376737,0.00773814473380164,0.426235810577103,1.15048320294524e-05,FALSE,0.981542801762099,0.987168278588112,0.957587761490798,1.01766255735504,-0.832028601515169
prot-a-3201,Vitrin,prot-a,27,24,-0.0157615820047038,0.0189503066099352,0.405560067527625,0.004079006554496,0.0195894203765898,0.835053309265869,0.0205256769425555,0.0451600338190304,0.653914789421414,46.6001639836775,22,0.00165425811591448,-0.00794083209338035,0.00896126353874965,0.385132242093056,1.15048320294524e-05,FALSE,0.981542801762099,0.984361981690716,0.948470887801354,1.02161123072974,-0.831732294845319
prot-a-1547,Interleukin enhancer-binding factor 3,prot-a,20,18,-0.0147519850139978,0.0177366466928169,0.405565060010456,-0.00184732415762288,0.0251757317487354,0.941505977700718,-0.0382062550608948,0.0349526262580221,0.290540820610434,17.228601185752,16,0.370955650127639,0.00626508025463724,0.00801240303183885,0.445677760926116,1.15048320294524e-05,FALSE,0.981542801762099,0.985356292427303,0.951690109387252,1.02021342183667,-0.831723451985548
prot-c-2682_68_1,"",prot-c,6,6,0.0141740481334253,0.0170452116011335,0.405659601482417,0.00495485586874613,0.0236475268248003,0.834034862661058,-0.0098348341924223,0.0448784185307543,0.837265970104637,4.75315017513588,4,0.313576108042283,0.00759380792050587,0.0129625389180305,0.589452203700695,1.15048320294524e-05,FALSE,0.981542801762099,1.01427497624319,0.980949237321974,1.04873288881049,0.831556009107139
prot-a-3234,Protein Wnt-7a,prot-a,26,24,-0.0129604476063199,0.0155998042895696,0.406081906842635,-0.0229939480227813,0.022057566923977,0.297202310000485,-0.0222502228989102,0.0372705141631514,0.556894695677601,16.1945212102378,21,0.758623946035448,0.00232345192864177,0.00846585867865214,0.786420838515866,1.15048320294524e-05,FALSE,0.981542801762099,0.987123177332695,0.957398025852668,1.01777123089383,-0.830808346421726
prot-a-669,Peroxisomal carnitine O-octanoyltransferase,prot-a,32,29,-0.0124443375181524,0.0150033784276075,0.406857913780819,-0.0190302057425621,0.0202024800376997,0.346206082996373,0.0192353554566838,0.0350344428202232,0.587661884157759,26.4477527342015,26,0.438716823786172,-0.00718900761267018,0.00718441643779844,0.326223711294753,1.15048320294524e-05,FALSE,0.981542801762099,0.987632773055215,0.959012701907193,1.01710696059908,-0.829435688648216
prot-a-956,Ephrin type-A receptor 1,prot-a,24,22,0.00952907988864068,0.0114994158988496,0.407298110303614,0.00185503757850005,0.0136785923604232,0.892124763845173,0.00270020948574571,0.0171066313264868,0.876161123907395,23.3346646124574,20,0.272662102313961,0.00254907066245807,0.00465978582760995,0.590406306015451,1.15048320294524e-05,FALSE,0.981542801762099,1.00957462612669,0.987074486050451,1.03258765181654,0.828657731180411
prot-a-2838,Serine/arginine-rich splicing factor 6,prot-a,21,17,-0.0170813322988599,0.0206312896825829,0.407708259896522,-0.034806627575655,0.0264162895765738,0.187630936450479,-0.0868813754363929,0.0377976751937696,0.0363231105621515,12.6912667504101,15,0.626130724343124,0.0166230543419988,0.00766918597267187,0.0466969293892059,1.15048320294524e-05,FALSE,0.981542801762099,0.98306372655056,0.944104273163882,1.02363088265751,-0.827933326595676
prot-a-2826,Testican-1,prot-a,23,21,-0.0177939591639257,0.0215063020535739,0.408019737627407,0.00212455090133207,0.0258081077406357,0.934391404239024,-0.00193775912986313,0.0599978243128416,0.974590513702728,28.7108502817373,18,0.0520294319197647,-0.00317744759076402,0.0111819576655792,0.779531951990707,1.15048320294524e-05,FALSE,0.981542801762099,0.982363418487755,0.941815097159701,1.0246574820188,-0.827383485993991
prot-a-542,Cysteine-rich hydrophobic domain-containing protein 2,prot-a,26,25,0.0129197702396441,0.0156268751394968,0.408369661474556,-0.00545620412893968,0.0209761398850254,0.794775233122878,-0.00943627789178443,0.044582895680444,0.834239033162605,26.7689296736898,23,0.265927342762289,0.00414722553628,0.00772918153820324,0.596718985431478,1.15048320294524e-05,FALSE,0.981542801762099,1.01300359106411,0.982446976107222,1.044510594938,0.8267660760269
prot-a-2449,Receptor-type tyrosine-protein phosphatase U,prot-a,26,25,-0.0150653655322038,0.0182277018698423,0.408515231662204,-0.0174529908046368,0.0221349422107844,0.43041515870978,-0.0429180107179896,0.0414722130466615,0.311492383450496,34.7266706594202,23,0.0553556183472574,0.00545937359185487,0.0072854060973815,0.461237993836617,1.15048320294524e-05,FALSE,0.981542801762099,0.985047549341325,0.950476671077954,1.02087584470947,-0.826509322995315
prot-a-2139,Odorant-binding protein 2b,prot-a,23,21,-0.0083277882825841,0.010076814735172,0.40855985787758,-0.0179752656019008,0.0140199228700839,0.199799501048034,-0.00564573636378027,0.0175318408311742,0.750947987038893,14.9515891159851,19,0.725669213152122,-0.000832363582022328,0.00445238902179059,0.853683477104217,1.15048320294524e-05,FALSE,0.981542801762099,0.991706791688118,0.972312187859809,1.01148825753704,-0.826430623311641
prot-a-2646,Secretoglobin family 1C member 1,prot-a,20,20,-0.0135474436405945,0.0163956153583497,0.408642696239281,-0.00124830669509071,0.0141684749578497,0.929793603362602,-0.0172005074278507,0.0266575024935974,0.527384326151807,33.1541459262304,17,0.0107751692613176,0.0012495314166482,0.00706411557453549,0.861689512889547,1.15048320294524e-05,FALSE,0.981542801762099,0.986543909972714,0.955344902030692,1.01876179402377,-0.826284548917235
prot-a-1377,Heparan sulfate glucosamine 3-O-sulfotransferase 4,prot-a,15,14,-0.0232492768338609,0.028160308541226,0.40902849409228,-0.0171459270354189,0.0280526506918643,0.541063716304923,-0.0885805632664856,0.0445224103641592,0.0699216813162511,22.301395817982,12,0.0342774854867877,0.0189820287241876,0.0105038720329885,0.0958581860399192,1.15048320294524e-05,FALSE,0.981542801762099,0.977018905235976,0.924554312808812,1.03246064397073,-0.825604478012892
prot-c-2906_55_3,"",prot-c,4,4,-0.0239265631811312,0.029004356710376,0.409411348818877,-0.0250436062672185,0.0295082700289504,0.396049425211738,-0.114183094552793,0.0637996372471343,0.215390561155746,2.07823107817936,2,0.353767437098002,0.0241695361415776,0.0158158993183569,0.266055560331955,1.15048320294524e-05,FALSE,0.981542801762099,0.976357407707343,0.922401113977452,1.03346990061019,-0.824929972419341
prot-c-2952_75_2,"",prot-c,6,6,0.0161354591459657,0.0195679469311246,0.409606554566524,0.00621951790107475,0.023595821268852,0.792099282073766,-0.0323146782880775,0.0786175621813649,0.702113098953416,1.14574720181768,4,0.886947634113668,0.0117127243702115,0.0184075142076512,0.55916840736213,1.15048320294524e-05,FALSE,0.981542801762099,1.016266338653,0.97802727886233,1.05600047503843,0.824586207370626
prot-a-1973,MAX-interacting protein 1,prot-a,22,19,0.0167877257736105,0.020376450355517,0.41000841886292,0.00584630494406861,0.0281617149322682,0.83554316426114,-0.00908762143100491,0.0569118660841423,0.875015915232904,16.8812316690641,17,0.462440448475619,0.00496282784781922,0.0101919427345484,0.632522259553151,1.15048320294524e-05,FALSE,0.981542801762099,1.01692943150366,0.97711579114685,1.05836532172361,0.823878815039298
